Invoice No,Flight Number,Aircraft ID,Origin Code,Dest. Code,Distance Km,MTOW_Tonnes,Calc_Weight_Factor,Calculated_Charge,Vendor_Charge,Status
502012523021670,AJCl61,VTJRH,VlDP,EGLL,1538.0,280.0,2.37,4301.17,4337.47,Not Matched
502012523021670,AIC2028,VTTSQ,EDDF,VAB8,1421.0,252.65,2.25,3772.76,3772.76,Matched
502012523021670,AICl52,VTANH,LSZH,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AICl27,VTALN,VIDP,LOWW,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AIC2018,VTTSl,EGLL,VIDP,1441.0,,,,3825.86,Not Matched
502012523021670,AICl46,VTNAA,EGKK,VOGA,1484.0,227.93,2.14,3747.4,3747.4,Matched
502012523021670,AICll6,VTAER,KJFK,VABB,1484.0,351.534,2.65,4640.47,4640.47,Matched
502012523021670,AJCl87,VTALJ,VIDP,LOWW,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AIC921,VTEXN,VABB,OERK,373.0,79.0,1.26,554.58,806.58,Not Matched
502012523021670,AJCl54,VTANJ,LOWW,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl30,VTAEO,EGLL,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICI0I,VTJRF,VIDP,KJFK,,280.0,2.37,,4337.47,Not Matched
502012523021670,AIC2016,VTANY,EGLL,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AICI06,VTJRA,KEWR,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AICll9,VTAEM,VABB,KJFK,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AIC922,VTEXN,OERK,VABB,926.0,79.0,1.26,1376.78,1376.78,Matched
502012523021670,AICIII,VTJRE,VJDP,EGLL,1538.0,280.0,2.37,4301.17,4337.47,Not Matched
502012523021670,AICl29D,VTAEN,VABB,EGLL,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AICl58D,VTANV,EKCH,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl02,VTJRJ,KJFK,VIDP,1441.0,,,,4063.91,Not Matched
502012523021670,AICl89D,VTALX,VIDP,LOWW,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AIC2025,VTTSP,VIDP,EDDF,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AICl47D,VTTSE,VIDP,LFPG,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AICl26,VTALR,KORD,VIDP,1421.0,351.534,2.65,4443.47,4443.47,Matched
502012523021670,AICI03D,VTANI,VIDP,LOWW,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AJC114,VTANX,EGBB,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AJC138D,VTANN,LIMC,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl88,VTALU,CVYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC104,VTNAC,KIAD,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AICl55,VTANA,VIDP,EHAM,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AIC2027,VTTSQ,VABB,EDDF,1538.0,252.65,2.25,4083.39,4083.39,Matched
502012523021670,AICl31,VTAER,VABB,EGLL,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AIC2017,VTTSO,VIDP,EGLL,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AIC2029,VTTSH,VJDP,EDDF,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AJCl90,VTALM,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC\33,VTANU,VOBL,EGLL,2165.0,227.93,2.14,5467.06,5467.06,Matched
502012523021670,AICl62,VTJRH,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AICl53,VTTSN,VIDP,LOWW,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AIC925,VTEXO,VIDP,OERK,760.0,79.0,1.26,1129.97,1381.97,Not Matched
502012523021670,AICl51,VTANl,VIDP,LSZH,1538.0,,,,3883.76,Not Matched
502012523021670,AICl45,VTANK,YOGA,EGKK,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AJCl69,VTANS,VIAR,EGKK,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AIC926,VTEXO,OERK,VIDP,400.0,79.0,1.26,594.72,594.72,Matched
502012523021670,AICll3,VTANV,VIDP,EGBB,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AICl57,VTANW,VIDP,EKCH,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AIC112,VTJRE,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC2026,VTTSP,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AIC931,VTCIP,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AICl48,VTTSE,LFPG,VIDP,1502.0,247.207,2.22,3934.64,3987.81,Not Matched
502012523021670,AIC991,VTEXL,VIDP,OEJN,1241.0,79.0,1.26,1845.12,2097.12,Not Matched
502012523021670,AIC128,VTAEN,EGLL,VABB,1484.0,351.534,2.65,4640.47,4640.47,Matched
502012523021670,AJC932,VTCIP,OEJN,VABB,1675.0,79.0,1.26,2490.39,,Not Matched
502012523021670,AIC992,VTEXL,OEJN,VJDP,1247.0,79.0,1.26,1854.04,1854.04,Matched
502012523021670,AICll9,VTAEO,VABB,KJFK,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AICI05,VTJRJ,VIDP,KEWR,1538.0,,,,4337.47,Not Matched
502012523021670,AIC935,VTTQI,VABB,OEDF,36.0,77.0,1.24,52.68,305.52,Not Matched
502012523021670,AIC2028,VTTSQ,EDDF,VABB,1441.0,252.65,2.25,3825.86,3825.86,Matched
502012523021670,AICl56,VTANA,EHAM,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AJCl61,VTJRA,VIDP,EGLL,1538.0,280.0,2.37,4301.17,4337.47,Not Matched
502012523021670,AIC936,VTTQI,OEDF,VABB,61.0,77.0,1.24,89.26,90.69,Not Matched
502012523021670,AIC2030,VTTSH,EDDF,VIDP,1502.0,247.207,2.22,3934.64,3987.81,Not Matched
502012523021670,AICl54,VTTSN,LOWW,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AIC127,VTALT,VIDP,LOWW,,351.534,2.65,,4809.33,Not Matched
502012523021670,AICI0I,VTJRB,VIDP,KJFK,1538.0,280.0,2.37,4301.17,4337.47,Not Matched
502012523021670,AIC2018,VTTSO,EGLL,VIDP,1335.0,247.207,2.22,3497.17,3544.43,Not Matched
502012523021670,AICl30,VTAER,EGLL,VABB,1484.0,351.534,2.65,4640.47,4640.47,Matched
502012523021670,AICl29,VTAEO,VABB,EGLL,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AIC921,VTEXJ,VABB,OERK,760.0,79.0,1.26,1129.97,,Not Matched
502012523021670,AICI02,VTJRF,KJFK,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC\87,VTALR,VIDP,LOWW,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AIC922,VTEXJ,OERK,VAB8,926.0,79.0,1.26,1376.78,1376.78,Matched
502012523021670,AICl58,VTANW,EKCH,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AICl70,VTANS,EGKK,VIAR,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl47,VTANX,VIDP,LFPG,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AICl60,VTANK,EGKK,VAAl-1,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AICIII,VTJRE,VIDP,EGLL,1538.0,280.0,2.37,4301.17,4337.47,Not Matched
502012523021670,AJC116,VTAEM,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC118,VTANV,EGBB,VIAR,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl26,VTALN,KORD,VIDP,1421.0,351.534,2.65,4443.47,4443.47,Matched
502012523021670,AIC188,VTALJ,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC132D,VTANU,EGLL,VOBL,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AIC2027,VTTSQ,VABB,EDDF,1538.0,252.65,2.25,4083.39,4083.39,Matched
502012523021670,AICl55,VTANA,VIDP,EHAM,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AIC2017,VTTSO,VIDP,EGLL,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AIC2029,VTTSH,VJDP,EDDF,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AICl90D,VTALX,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC\37,VTTSE,VlDP,LIMC,1538.0,247.207,2.22,4028.94,4083.39,Not Matched
502012523021670,AICl51,VTANN,VIDP,LSZl-1,1538.0,227.93,2.14,3883.76,3883.76,Matched
502012523021670,AICl31,VTAEN,VABB,EGLL,1538.0,351.534,2.65,4809.33,4809.33,Matched
502012523021670,AICl59,VTANL,VAAl-1,EGKK,1450.0,227.93,2.14,3661.54,3661.54,Matched
502012523021670,AICl62,VTJRA,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AICl28,VTAEO,EGLL,VABB,1480.0,351.534,2.65,4627.96,4627.96,Matched
502012523021670,AJC931,VTEXJ,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AIC991,VTCIQ,VIDP,OEJN,1241.0,79.0,1.26,1845.12,2097.12,Not Matched
502012523021670,AJCl48,VTANX,LFPG,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AIC992,VTCIQ,OEJN,VIDP,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AIC112,VTJRE,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC935,VTTNY,VABB,OEDF,36.0,77.0,1.24,52.68,305.52,Not Matched
502012523021670,AIC932,VTEXJ,OEJN,VABB,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AIC936,VTTNY,OEDF,VABB,61.0,77.0,1.24,89.26,90.69,Not Matched
502012523021670,AICll9,VTAEM,VABB,KJFK,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AIC2028,VTTSQ,EDDF,VABB,1441.0,252.65,2.25,3825.86,,Not Matched
502012523021670,AJCl27,VTALJ,VIDP,LOWW,1523.0,351.534,2.65,4762.42,4762.42,Matched
502012523021670,AIC\05,VTJRF,VIDP,KEWR,1787.0,280.0,2.37,4997.52,5039.7,Not Matched
502012523021670,AICl56,VTANA,EHAM,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICI04,VTANI,KIAD,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AICl52,VTANN,LSZJ-1,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl61,VTJRH,VIDP,EGLL,1523.0,280.0,2.37,4259.22,4295.16,Not Matched
502012523021670,AIC2030,VTTSH,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AJCl38,VTTSE,LIMC,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AJC2018,VTTSO,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AJCl30,VTAER,EGLL,VABB,1480.0,351.534,2.65,4627.96,4627.96,Matched
502012523021670,AICl29,VTAEN,VABB,EGLL,2059.0,351.534,2.65,6438.49,6438.49,Matched
502012523021670,AICI0I,VTJRA,VlDP,KJFK,,280.0,2.37,,5612.2,Not Matched
502012523021670,AICI06,VTJRJ,KEWR,VIDP,1441.0,,,,4063.91,Not Matched
502012523021670,AICll6,VTAEP,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICl60,VTANL,EGKK,VAAH,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl47,VTANU,VIDP,LFPG,1523.0,227.93,2.14,3845.88,3845.88,Matched
502012523021670,AIC102,VTJRB,KJFK,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AJCl87,VTALM,VIDP,LOWW,1523.0,351.534,2.65,4762.42,4762.42,Matched
502012523021670,AIC2025,VTTSP,VIDP,EDDF,1523.0,247.207,2.22,3989.65,4043.57,Not Matched
502012523021670,AIC921,VTCIN,VABB,OERK,760.0,79.0,1.26,1129.97,1381.97,Not Matched
502012523021670,AIC922,VTCIN,OERK,VABB,926.0,79.0,1.26,1376.78,1376.78,Matched
502012523021670,AICIII,VTJRE,VlDP,EGLL,1450.0,280.0,2.37,4055.07,4089.29,Not Matched
502012523021670,AICI03D,VTANX,VlDP,LOWW,1523.0,227.93,2.14,3845.88,3845.88,Matched
502012523021670,AICl26,VTALT,KORD,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AJCl55,VTNAA,VIDP,EHAM,1450.0,227.93,2.14,3661.54,3661.54,Matched
502012523021670,AICl31,VTAEO,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AJCl88,VTALR,CYYZ,VIDP,1489.0,351.534,2.65,4656.1,4656.1,Matched
502012523021670,AICl45,VTANP,YOGA,EGKK,1523.0,227.93,2.14,3845.88,3845.88,Matched
502012523021670,AIC2017,VTTSE,VIDP,EGLL,,247.207,2.22,,4043.57,Not Matched
502012523021670,AIC2029,VTTSO,VIDP,EDDF,1523.0,247.207,2.22,3989.65,4043.57,Not Matched
502012523021670,AIC2015,VTTSN,VIDP,EGLL,1523.0,247.207,2.22,3989.65,4043.57,Not Matched
502012523021670,AICl62,VTJRH,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC925,VTEXP,VIDP,OERK,760.0,79.0,1.26,1129.97,1381.97,Not Matched
502012523021670,AIC2026,VTTSP,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AJCl28,VTAEN,EGLL,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC\48,VTANU,LFPG,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC926,VTEXP,OERK,VIDP,400.0,79.0,1.26,594.72,594.72,Matched
502012523021670,AIC937,VTEXJ,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AIC991,VTCIQ,VIDP,OEJN,1241.0,79.0,1.26,1845.12,2097.12,Not Matched
502012523021670,AIC931,VTEXM,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AIC992,VTCIQ,OEJN,VIDP,1247.0,79.0,1.26,1854.04,1854.04,Matched
502012523021670,AJC935,VTTNY,VABB,OEDF,36.0,77.0,1.24,52.68,305.52,Not Matched
502012523021670,AIC938,VTEXJ,OEJN,VABB,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AJCl37,VTANJ,VIDP,LIMC,1523.0,227.93,2.14,3845.88,3845.88,Matched
502012523021670,AIC932,VTEXM,OEJN,VABB,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AIC112,VTJRE,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC936,VTTNY,OEDF,VABB,61.0,77.0,1.24,89.26,90.69,Not Matched
502012523021670,AICl54,VTANR,LOWW,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl27,VTALX,VIDP,LOWW,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AICl56,VTNAA,EHAM,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC119,VTAER,VABB,KJFK,1990.0,351.534,2.65,6222.73,,Not Matched
502012523021670,AJCl91,VTAEP,VABB,KEWR,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AIC\87,VTALR,VIDP,LOWW,1523.0,351.534,2.65,4762.42,4762.42,Matched
502012523021670,AICl61,VTJRB,VIDP,EGLL,1523.0,280.0,2.37,4259.22,4295.16,Not Matched
502012523021670,AIC2030,VTTSO,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICll6,VTAEM,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC2018,VTTSE,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICl29,VTAEN,VABB,EGLL,2059.0,351.534,2.65,6438.49,6438.49,Matched
502012523021670,AJCl47,VTANS,VIDP,LFl'G,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AIC2016,VTTSN,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AIC921,VTCIN,VABB,OERK,389.0,79.0,1.26,578.37,830.37,Not Matched
502012523021670,AICI06,VTJRF,KEWR,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC2025,VTTSP,VIDP,EDDF,1990.0,247.207,2.22,5213.0,5283.45,Not Matched
502012523021670,AICI03,VTNAC,VIDP,LOWW,1523.0,227.93,2.14,3845.88,3845.88,Matched
502012523021670,AICIII,VTJRH,VIDP,EGLL,1450.0,280.0,2.37,4055.07,4089.29,Not Matched
502012523021670,AIC922,VTCIN,OERK,VABB,926.0,79.0,1.26,1376.78,,Not Matched
502012523021670,AJCI02,VTJRA,KJFK,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC\26,VTALJ,KORD,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC2027,VTTSQ,VABB,EDDF,2165.0,252.65,2.25,5748.07,5748.08,Matched
502012523021670,AICJl3,VTANI,VIDP,EGBB,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICl43,VTTSH,VIDP,LFPG,,247.207,2.22,,5283.45,Not Matched
502012523021670,AICl38D,VTANJ,LIMC,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl59,VTANU,VAAH,EGKK,1523.0,227.93,2.14,3845.88,3845.88,Matched
502012523021670,AJCl62,VTJRB,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AICl04D,VTANX,KIAD,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC137,VTANL,VlDP,LIMC,,227.93,2.14,,,Not Matched
502012523021670,AICl48,VTANS,LFPG,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AIC991,VTCIP,VIDP,OEJN,1241.0,79.0,1.26,1845.12,2097.12,Not Matched
502012523021670,AICl28,VTAEN,EGLL,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC2026,VTTSP,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICll2,VTJRH,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AJC992,VTCIP,OEJN,VIDP,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AIC931,VTEXM,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AIC2028,VTTSQ,EDDF,VABB,1441.0,252.65,2.25,3825.86,3825.86,Matched
502012523021670,AJC936,VTEXI,OEDF,VABB,58.0,79.0,1.26,86.23,86.23,Matched
502012523021670,AICl27,VTALT,VIDP,LOWW,1523.0,351.534,2.65,4762.42,4762.42,Matched
502012523021670,AJC160,VTANP,EGKK,VAAH,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl61,VTJRB,VIDP,EGLL,1523.0,280.0,2.37,4259.22,4295.16,Not Matched
502012523021670,AIC187,VTALJ,VIDP,LOWW,,351.534,2.65,,4762.42,Not Matched
502012523021670,AJCll8,VTANI,EGBB,VlAR,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AICl42,VTTSH,LFPG,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICl32,VTANV,EGLL,VOBL,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICll6,VTAER,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC147,VTANJ,VIDP,LFPG,1990.0,227.93,2.14,5025.15,,Not Matched
