Invoice No,Flight Number,Aircraft ID,Origin Code,Dest. Code,Distance Km,MTOW_Tonnes,Calc_Weight_Factor,Calculated_Charge,Vendor_Charge,Status
502012523021670,AJCl46,VTANU,EGKK,VOGA,1480.0,227.93,2.14,3737.3,3737.3,Matched
502012523021670,AIC\44,VTAEP,KBWR,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICIII,VTJRB,VIDP,EGLL,1538.0,280.0,2.37,4301.17,4337.47,Not Matched
502012523021670,AJCI02,VTJRI,KJFK,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC921,VTEXJ,VABB,OERK,389.0,79.0,1.26,578.37,830.37,Not Matched
502012523021670,AJC922,VTEXJ,OERK,VABB,926.0,79.0,1.26,1376.78,1376.78,Matched
502012523021670,AICl26,VTALX,KORD,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC2027,VTTSQ,VABB,EDDF,2165.0,252.65,2.25,5748.07,5748.08,Matched
502012523021670,AICl88,VTALR,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICl38,VTANL,LIMC,VIDP,2064.0,227.93,2.14,5212.01,5212.01,Matched
502012523021670,AICll7,VTANE,VIAR,EGBB,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICl59,VTANX,VAAH,EGKK,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AIC104,VTNAC,KIAD,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AJCl55,VTANS,VIDP,EHAM,1450.0,227.93,2.14,3661.54,3661.54,Matched
502012523021670,AIC2029,VTTSO,VIDP,EDDF,1523.0,247.207,2.22,3989.65,4043.57,Not Matched
502012523021670,AICl62,VTJRE,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AJC926,VTCIQ,OERK,VIDP,400.0,79.0,1.26,594.72,594.72,Matched
502012523021670,AICl48,VTANJ,LFPG,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AJC937,VTEXJ,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AIC991,VTCIO,VIDP,OEJN,1675.0,79.0,1.26,2490.39,2742.39,Not Matched
502012523021670,AIC112,VTJRB,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC931,VTEXM,VABB,OEJN,1241.0,79.0,1.26,1845.12,2097.12,Not Matched
502012523021670,AIC935,VTTNR,VABB,OEDF,36.0,77.0,1.24,52.68,305.52,Not Matched
502012523021670,AIC992,VTCIP,OEJN,VIDP,1675.0,79.0,1.26,2490.39,,Not Matched
502012523021670,AICl28,VTAEN,EGLL,VABB,1441.0,351.534,2.65,4506.01,,Not Matched
502012523021670,AIC938,VTEXJ,OEJN,VABB,1675.0,79.0,1.26,2490.39,,Not Matched
502012523021670,AJC932,VTEXM,OEJN,VABB,1675.0,79.0,1.26,2490.39,,Not Matched
502012523021670,AIC936,VTTNR,OEDF,VABB,58.0,77.0,1.24,84.87,86.23,Not Matched
502012523021670,AICI03,VTNAC,VIDP,LOWW,,227.93,2.14,,5025.15,Not Matched
502012523021670,AJCl27,VTALU,VIDP,LOWW,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AJC2030,VTTSO,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AJCI0I,VTJRH,VIDP,IUFK,1990.0,280.0,2.37,5565.23,5612.2,Not Matched
502012523021670,AICJl4,VTANE,EGBB,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC187,VTALX,VIDP,LOWW,,351.534,2.65,,6222.73,Not Matched
502012523021670,AICl46,VTANX,EGKK,YOGA,2064.0,227.93,2.14,5212.01,5212.01,Matched
502012523021670,AICl56,VTANS,EHAM,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC2018,VTTSH,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AIC2016,VTTSP,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICll6,VTAEO,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AJCl61,VTJRE,VIDP,EGLL,1990.0,280.0,2.37,5565.23,5612.2,Not Matched
502012523021670,AIC\47,VTTSE,VIDP,LFPG,1990.0,247.207,2.22,5213.0,5283.45,Not Matched
502012523021670,AICl29D,VTAEN,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AJC922,VTTNQ,OERK,VABB,926.0,77.0,1.24,1354.92,1376.78,Not Matched
502012523021670,AICIII,VTJRB,VIDP,EGLL,1523.0,280.0,2.37,4259.22,4295.16,Not Matched
502012523021670,AJCl88,VTALJ,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICl26,VTALT,KORD,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC155,VTALK,VIDP,EHAM,,351.534,2.65,,6222.73,Not Matched
502012523021670,AJCll3,VTANU,VIDP,EGBB,,227.93,2.14,,,Not Matched
502012523021670,AICl45,VTANX,YOGA,EGKK,2165.0,227.93,2.14,5467.06,5467.06,Matched
502012523021670,AICl90,VTALQ,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC2017,VTTSO,VIDP,EGLL,1523.0,247.207,2.22,3989.65,4043.57,Not Matched
502012523021670,AIC2029,VTTSN,VIDP,EDDF,1990.0,247.207,2.22,5213.0,5283.45,Not Matched
502012523021670,AJCl43,VTANE,VIDP,LFPG,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AIC\51,VTANS,VIDP,LSZH,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICl62,VTJRE,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AJC991,VTTQJ,VIDP,OEJN,1241.0,77.0,1.24,1815.83,2097.12,Not Matched
502012523021670,AIC931,VTEXJ,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AJC992,VTTQJ,OEJN,VIDP,1675.0,77.0,1.24,2450.86,2490.39,Not Matched
502012523021670,AIC935,VTTNW,VABB,OEDF,36.0,77.0,1.24,52.68,305.52,Not Matched
502012523021670,AIC128,VTAEN,EGLL,VABB,2064.0,351.534,2.65,6454.13,,Not Matched
502012523021670,AJCll2,VTJRB,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC932,VTEXJ,OEJN,VABB,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AIC936,VTTNW,OEDF,VABB,58.0,77.0,1.24,84.87,86.23,Not Matched
502012523021670,AICll9,VTAEO,VABB,KJFK,1885.0,351.534,2.65,5894.4,5894.4,Matched
502012523021670,AIC105,VTJRF,VJDP,KEWR,1990.0,280.0,2.37,5565.23,,Not Matched
502012523021670,AJCl87,VTALN,VIDP,LOWW,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AIC\52,VTANS,LSZH,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICll8,VTANU,EGBB,VIAR,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AIC2018,VTTSO,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICl44,VTAEP,KEWR,VABB,2031.0,351.534,2.65,6350.94,6350.94,Matched
502012523021670,AICll6,VTAER,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICl30,VTAEM,EGLL,VABB,2064.0,351.534,2.65,6454.13,6454.13,Matched
502012523021670,AIC106,VTJRI,KEWR,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AICI02,VTJRH,KJFK,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC921,VTRTS,VABB,OERK,389.0,79.0,1.26,578.37,830.37,Not Matched
502012523021670,AICl58,VTNAA,EKCH,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl60,VTANX,EGKK,VAAH,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC161D,VTJRE,VIDP,EGLL,1990.0,280.0,2.37,5565.23,5612.2,Not Matched
502012523021670,AICl29D,VTAEN,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AIC922,VTRTS,OERK,VABB,926.0,79.0,1.26,1376.78,1376.78,Matched
502012523021670,AIC2027,VTTSQ,VABB,EDDF,2165.0,252.65,2.25,5748.07,5748.08,Matched
502012523021670,AICll7,VTANP,VIAR,EGBB,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICl33,VTANA,VOBL,EGLL,2059.0,227.93,2.14,5199.39,5199.39,Matched
502012523021670,AJCl51,VTANK,VIDP,LSZH,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICl43,VTANE,VIDP,LFPG,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AIC131,VTAEP,VABB,EGLL,2059.0,351.534,2.65,6438.49,6438.49,Matched
502012523021670,AIC2017,VTTSN,VIDP,EGLL,1885.0,247.207,2.22,4937.95,5004.68,Not Matched
502012523021670,AIC2015,VTTSO,VIDP,EGLL,1990.0,247.207,2.22,5213.0,5283.45,Not Matched
502012523021670,AIC2029,VTTSH,VIDP,EDDF,1885.0,247.207,2.22,4937.95,5004.68,Not Matched
502012523021670,AICll35,VTALM,VIDP,LTFJ,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AIC925,VTEXN,VIDP,OERK,760.0,79.0,1.26,1129.97,,Not Matched
502012523021670,AJCl37,VTNAA,VIDP,LIMC,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AIC926,VTEXN,OERK,VIDP,400.0,79.0,1.26,594.72,594.72,Matched
502012523021670,AIC2026,VTTSP,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AJC931,VTCIN,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AIC992,VTCIO,OEJN,VIDP,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AJC935,VTRTS,VABB,OEDF,36.0,79.0,1.26,53.52,305.52,Not Matched
502012523021670,AICl28,VTAEN,EGLL,VABB,2031.0,351.534,2.65,6350.94,6350.94,Matched
502012523021670,AIC938,VTTQL,OEJN,VABB,,77.0,1.24,,2490.39,Not Matched
502012523021670,AIC932,VTCIN,OEJN,VABB,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AIC936,VTRTS,OEDF,VABB,58.0,79.0,1.26,86.23,86.23,Matched
502012523021670,AICll2,VTJRB,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AICl91,VTAEM,VABB,KEWR,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AIC119,VTAER,VABB,KJFK,1990.0,351.534,2.65,6222.73,,Not Matched
502012523021670,AJC2028,VTTSQ,EDDF,VAB8,1441.0,252.65,2.25,3825.86,3825.86,Matched
502012523021670,AIC\52,VTANK,LSZH,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC2030,VTTSH,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AJCI0I,VTJRJ,VIDP,KJFK,1990.0,,,,5612.2,Not Matched
502012523021670,AICl29,VTALR,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AJC138,VTNAA,LJMC,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AIC2016,VTTSO,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AIC116,VTAEO,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICl32,VTANA,EGLL,VOBL,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AIC921,VTEXM,VABB,OERK,760.0,79.0,1.26,1129.97,1381.97,Not Matched
502012523021670,AIC2018,VTTSN,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICl30,VTAEP,EGLL,VABB,2064.0,351.534,2.65,6454.13,,Not Matched
502012523021670,AIC106,VTJRF,KEWR,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AJCI02,VTJRA,KJFK,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AIC2025,VTTSP,VlDP,EDDF,1990.0,247.207,2.22,5213.0,5283.45,Not Matched
502012523021670,AICl88,VTALN,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AJC922,VTEXM,OERK,VABB,926.0,79.0,1.26,1376.78,1376.78,Matched
502012523021670,AJC2027,VTTSQ,VABB,EDDF,2165.0,252.65,2.25,5748.07,5748.08,Matched
502012523021670,AJCl55,VTALK,VIDP,EHAM,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AICl31,VTAEN,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AIC137,VTTSE,VlDP,LIMC,,247.207,2.22,,5283.45,Not Matched
502012523021670,AICl53,VTANK,VIDP,LOWW,1885.0,227.93,2.14,4760.0,4760.0,Matched
502012523021670,AICl57,VTANL,VIDP,EKCH,1885.0,227.93,2.14,4760.0,4760.0,Matched
502012523021670,AICl33,VTANA,VOBL,EGLL,2059.0,227.93,2.14,5199.39,,Not Matched
502012523021670,AIC2017,VTTSH,VIDP,EGLL,1885.0,247.207,2.22,4937.95,5004.68,Not Matched
502012523021670,AIC925,VTCIG,VlDP,OERK,760.0,79.0,1.26,1129.97,,Not Matched
502012523021670,AJCl62,VTJRJ,EGLL,VIDP,2064.0,,,,5820.89,Not Matched
502012523021670,AIC926,VTCIG,OERK,VIDP,926.0,79.0,1.26,1376.78,1376.78,Matched
502012523021670,AIC992,VTCID,OEJN,VIDP,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AJC935,VTCIM,VABB,OEDF,36.0,79.0,1.26,53.52,305.52,Not Matched
502012523021670,AJC112,VTJRE,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AJC932,VTEXJ,OEJN,VABB,1675.0,79.0,1.26,2490.39,2490.39,Matched
502012523021670,AIC2026,VTTSP,EDDF,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AIC1137,VTAEQ,VlDP,LTBA,,351.534,2.65,,4762.42,Not Matched
502012523021670,AIC936,VTCIM,OEDF,VABB,58.0,79.0,1.26,86.23,86.23,Matched
502012523021670,AICll9,VTAEP,VABB,KJFK,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AIC2028,VTTSQ,EDDF,VABB,1441.0,252.65,2.25,3825.86,3825.86,Matched
502012523021670,AICI05,VTJRA,VIDP,KEWR,1990.0,280.0,2.37,5565.23,5612.2,Not Matched
502012523021670,AIC103,VTNAC,VlDP,LOWW,1990.0,227.93,2.14,5025.15,,Not Matched
502012523021670,AJCl87,VTALN,VIDP,LOWW,1885.0,351.534,2.65,5894.4,5894.4,Matched
502012523021670,AIC\61,VTJRB,VlDP,EGLL,1990.0,280.0,2.37,5565.23,5612.2,Not Matched
502012523021670,AICll6,VTAER,KJFK,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AJCl38,VTTSE,LIMC,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICl29,VTAEO,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AJCl58,VTNAA,EKCH,VIDP,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl27,VTALX,VIDP,LOWW,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AIC144,VTAEM,KEWR,VABB,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AIC921,VTEXM,VABB,OERK,760.0,79.0,1.26,1129.97,1381.97,Not Matched
502012523021670,AIC2018,VTTSH,EGLL,VIDP,1441.0,247.207,2.22,3774.84,3825.86,Not Matched
502012523021670,AICl32,VTANA,EGLL,VOBL,1441.0,227.93,2.14,3638.81,3638.81,Matched
502012523021670,AICl47,VTANS,VIDP,LFPG,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICIII,VTJRI,VIDP,EGLL,1990.0,280.0,2.37,5565.23,5612.2,Not Matched
502012523021670,AJC922,VTEXM,OERK,VABB,926.0,79.0,1.26,1376.78,,Not Matched
502012523021670,AIC\88,VTALO,CYYZ,VIDP,1441.0,351.534,2.65,4506.01,4506.01,Matched
502012523021670,AICl55,VTALU,VIDP,EHAM,,351.534,2.65,,6222.73,Not Matched
502012523021670,AJCl43,VTAND,VIDP,LFPG,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICl51,VTANU,VIDP,LSZH,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AJC2017,VTTSP,VIDP,EGLL,1990.0,247.207,2.22,5213.0,5283.45,Not Matched
502012523021670,AICl33,VTANG,VOBL,EGLL,2187.0,227.93,2.14,5522.61,5522.61,Matched
502012523021670,AIC157,VTANX,VIDP,EKCH,,227.93,2.14,,,Not Matched
502012523021670,AIC2029,VTTSO,VIDP,EDDF,,247.207,2.22,,5283.45,Not Matched
502012523021670,AICl31,VTAEM,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AICl62,VTJRB,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AICl48,VTANS,LFPG,VIDP,2064.0,227.93,2.14,5212.01,5212.01,Matched
502012523021670,AIC128,VTAEO,EGLL,VABB,2064.0,351.534,2.65,6454.13,,Not Matched
502012523021670,AJC991,VTCIG,VIDP,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
502012523021670,AJCll2,VTJRI,EGLL,VIDP,2064.0,280.0,2.37,5772.18,5820.89,Not Matched
502012523021670,AICl87,VTALK,VIDP,LOWW,,351.534,2.65,,6222.73,Not Matched
502012523021670,AJCl91,VTALR,VABB,KEIVR,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AICI03,VTNAA,VIDP,LOWW,1885.0,227.93,2.14,4760.0,4760.0,Matched
502012523021670,AIC119,VTAEO,VABB,IUFK,1990.0,351.534,2.65,6222.73,6222.73,Matched
502012523021670,AICll38,VTALP,LTBA,VIDP,2064.0,351.534,2.65,6454.13,6454.13,Matched
502012523021670,AIC127,VTALJ,VIDP,LOWW,,351.534,2.65,,5894.4,Not Matched
502012523021670,AICl61,VTJRB,VIDP,EGLL,1885.0,280.0,2.37,5271.59,5316.08,Not Matched
502012523021670,AIC2028,VTTSQ,EDDF,VABB,2064.0,252.65,2.25,5479.92,5479.92,Matched
502012523021670,AICl42,VTAND,LFPG,VIDP,2064.0,227.93,2.14,5212.01,5212.01,Matched
502012523021670,AICl56,VTALU,EHAM,VIDP,2064.0,351.534,2.65,6454.13,6454.13,Matched
502012523021670,AIC152,VTANU,LSZH,VIDP,2064.0,227.93,2.14,5212.01,5212.01,Matched
502012523021670,AJC2030,VTTSO,EDDF,VIDP,2064.0,247.207,2.22,5406.85,5479.92,Not Matched
502012523021670,AIC\58,VTANX,EKCH,VIDP,2064.0,227.93,2.14,5212.01,5212.01,Matched
502012523021670,AIC921,VTEXN,VABB,DERK,760.0,79.0,1.26,1129.97,1381.97,Not Matched
502012523021670,AJCl32,VTANG,EGLL,VOBL,2109.0,227.93,2.14,5325.65,5325.65,Matched
502012523021670,AJC2025,VTTSN,VIDP,EDDF,1885.0,247.207,2.22,4937.95,5004.68,Not Matched
502012523021670,AJCIII,VTJRH,VIDP,EGLL,1990.0,280.0,2.37,5565.23,5612.2,Not Matched
502012523021670,AICl47D,VTANN,VIDP,LFPG,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AIC922,VTEXN,DERK,VABB,400.0,79.0,1.26,594.72,594.72,Matched
502012523021670,AICl88,VTALN,CYYZ,VIDP,2064.0,351.534,2.65,6454.13,,Not Matched
502012523021670,AIC2027,VTTSQ,VABB,EDDF,2059.0,252.65,2.25,5466.65,5466.65,Matched
502012523021670,AICll3,VTANS,VIDP,EGBB,1990.0,227.93,2.14,5025.15,5025.15,Matched
502012523021670,AICI02,VTJRF,KJFK,VIDP,2064.0,280.0,2.37,5772.18,5820.89,Not Matched
502012523021670,AIC155,VTALU,VIDP,EHAM,1885.0,351.534,2.65,5894.4,5894.4,Matched
502012523021670,AJCl31,VTAEM,VABB,EGLL,2059.0,351.534,2.65,6438.49,6438.49,Matched
502012523021670,AIC\33,VTANE,VOBL,EGLL,2059.0,227.93,2.14,5199.39,5199.39,Matched
